Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Decade,Sales_Category,NA_EU_Sales_Ratio,Is_Nintendo_Publisher,Log_Global_Sales,Dominant_Region
174,Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,2000,High,2.076923076923077,0,1.840549633397487,JP
175,Final Fantasy X-2,PS2,2003,Role-Playing,Unknown,1.92,1.08,2.11,0.17,5.29,2000,High,1.761467889908257,0,1.838961070712349,JP
176,Donkey Kong 64,N64,1999,Platform,Nintendo,3.33,0.79,1.09,0.06,0.17,1990,High,4.1625,1,1.835776354644829,India
177,Assassin's Creed II,X360,2009,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27,2000,High,1.97452229299363,0,1.835776354644829,India
178,Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26,2000,High,0.4899598393574297,1,1.834180185112007,EU
179,Tomb Raider II,PS,1997,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,1990,High,0.931174089068826,0,1.830980182381336,EU
180,Madden NFL 2004,PS2,2007,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23,2000,High,15.77777777777778,0,1.829376332799361,India
181,Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,0.17,2000,High,0.8552631578947368,0,1.826160895945388,JP
182,Diablo III,PC,2012,Role-Playing,Activision,2.43,2.15,0.0,0.62,5.2,2010,High,1.125,0,1.824549292051045,India
183,Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,2000,High,2.325396825396826,1,1.824549292051045,India
184,New Super Mario Bros. U,WiiU,2012,Fighting,Nintendo,2.32,1.3,1.27,0.31,5.19,2010,High,1.770992366412214,1,1.822935086696505,India
185,Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,1990,High,2.515151515151516,1,1.822935086696505,India
186,FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18,2010,High,0.3094555873925502,0,1.821318271469599,EU
187,The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.9,1.83,0.95,0.49,5.17,2000,High,1.032608695652174,1,1.819698837917296,India
188,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,1990,High,2.8,1,1.816452081818426,JP
189,Tomodachi Life,3DS,2013,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,2010,High,0.4729064039408867,1,1.816452081818426,EU
190,Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,0.26516202676136724,2.48,0.44,0.58,5.14,2000,High,0.6586345381526104,0,1.814824742159051,EU
191,Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,2000,High,0.8839285714285715,0,1.81319474994812,EU
192,Kirby's Dream Land,GB,1992,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,1990,High,4.370967741935484,1,1.81319474994812,India
193,Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13,2010,High,3.205357142857142,0,1.81319474994812,India
194,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,2010,High,2.084415584415584,0,1.81319474994812,India
195,Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,1990,High,1.894117647058824,0,1.811562096524235,India
196,Guitar Hero II,PS2,2006,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,2000,High,5.953125,0,1.811562096524235,India
197,Resident Evil 5,PS3,2007,Fighting,Capcom,1.96,1.43,1.08,0.65,0.17,2000,High,1.361111111111111,0,1.809926773183504,India
198,Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,2010,High,1.316831683168317,0,1.805004695978076,India
199,Grand Theft Auto: Vice City Stories,PSP,2006,Action,Unknown,1.7,2.02,0.16,1.21,5.08,2000,High,0.8374384236453203,0,1.805004695978076,EU
200,FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08,2010,High,0.1818181818181818,0,1.805004695978076,EU
201,Super Mario Bros.,GB,1999,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,1990,High,2.595419847328244,1,1.803358605071407,India
202,Resident Evil,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,1990,High,1.752136752136752,0,1.80005827204275,India
203,Tony Hawk's Pro Skater,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02,1990,High,2.460431654676259,0,1.795087259320729,India
204,Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,2.59,1.06,0.8,0.57,5.02,2010,High,2.420560747663551,1,1.795087259320729,India
205,Warzone 2100,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,1990,High,1.468421052631579,0,1.793424748547116,India
206,Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,1990,High,2.452554744525547,0,1.791759469228055,India
207,Link's Crossbow Training,Wii,2007,Shooter,Unknown,3.06,1.18,0.29,0.46,5.0,2000,High,2.571428571428572,1,1.791759469228055,India
208,Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,2000,Medium,174.5,0,1.78842056796254,India
209,Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,2000,Medium,3.259615384615385,0,1.785070481077258,India
210,Pokemon Mystery Dungeon: Explorers of Time/Explo,DS,2007,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,2000,Medium,1.528925619834711,1,1.785070481077258,India
211,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,2000,Medium,1.327586206896552,0,1.781709133374554,India
212,Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,2000,Medium,14.74074074074074,0,1.776645831418007,India
213,LEGO Star Wars: The Complete Saga,DS,2007,Fighting,LucasArts,2.89,1.54,0.0,0.46,0.17,2000,Medium,1.864516129032258,0,1.774952350911674,India
214,Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,1990,Medium,2.91,1,1.771556761910536,India
215,Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,2010,Medium,0.0,0,1.769854633840005,JP
216,Dr. Mario,NES,1990,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,1990,Medium,4.295081967213115,1,1.766441661243765,India
217,God of War III,PS3,2010,Fighting,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,2010,Medium,2.0,0,1.764730796840136,India
218,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.56,1.68,0.0,0.59,4.83,2010,Medium,1.514792899408284,0,1.763017000362401,India
219,Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2.0,0.09,0.83,0.17,2000,Medium,0.9502487562189056,0,1.763017000362401,EU
220,FIFA 15,PS3,2014,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82,2010,Medium,0.1809523809523809,0,1.761300261743346,EU
221,Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,1990,Medium,1.626582278481012,0,1.756132291584904,India
222,FIFA 17,PS4,2016,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,2010,Medium,0.0744680851063829,0,1.752672080520008,EU
223,Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,2010,Medium,2.265151515151515,0,1.7509374747078,India
224,Driver 2,PS,2000,Action,Unknown,2.36,2.1,0.02,0.25,4.73,2000,Medium,1.118483412322275,0,1.745715530726648,India
225,The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,2000,Medium,0.7863636363636365,0,1.740466174840504,EU
226,Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,2000,Medium,2.147887323943662,0,1.73695123273306,India
227,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,2000,Medium,1.654867256637168,1,1.73695123273306,India
228,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,2000,Medium,0.9897959183673468,0,1.735189117739661,EU
229,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,2010,Medium,1.014634146341463,0,1.729884065509967,India
230,Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,1990,Medium,1.156565656565657,0,1.728109442151599,India
231,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.06,1.12,0.0,0.44,4.62,2000,Medium,2.707964601769912,0,1.7263316639056,India
232,The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,1990,Medium,2.630434782608696,1,1.724550719534605,India
233,The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,2000,Medium,2.6,1,1.722766597741103,India
234,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.89,1.99,0.22,0.48,4.58,2000,Medium,0.945,0,1.719188776393219,EU
235,Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,2010,Medium,1.271428571428572,1,1.719188776393219,India
236,Splatoon,WiiU,2015,Fighting,Nintendo,1.55,1.15,1.44,0.43,4.57,2010,Medium,1.336206896551724,1,1.717395053939193,India
237,The Last of Us,PS4,2014,Action,Unknown,1.78,1.87,0.07,0.82,4.55,2010,Medium,0.946808510638298,0,1.713797927758343,EU
238,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53,2000,Medium,3.43010752688172,0,1.710187815534243,India
239,Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,2000,Medium,15.48148148148148,0,1.710187815534243,India
240,Pitfall!,2600,1981,Platform,Activision,4.21,0.24,0.0,0.05,4.5,1980,Medium,16.84,0,1.704748092238425,India
241,Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,2000,Medium,14.52,0,1.702928255521439,India
242,Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,2000,Medium,1.782894736842105,0,1.701105100959924,India
243,Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,2000,Medium,1.333333333333333,0,1.69927861643389,JP
244,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,2010,Medium,1.152941176470588,0,1.69927861643389,India
245,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,2010,Medium,0.7897435897435898,0,1.695615608675153,EU
246,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,2000,Medium,2.084615384615384,0,1.695615608675153,India
247,Nintendo Land,WiiU,2012,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,2010,Medium,2.276785714285714,1,1.693779060867851,India
248,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,2010,Medium,1.963235294117647,0,1.690095815451555,India
249,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,2000,Medium,2.046153846153846,0,1.68824909285839,India
250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,2000,Medium,0.0416666666666666,0,1.684545384920906,EU
251,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,2000,Medium,2.660377358490566,0,1.684545384920906,India
252,Zelda II: The Adventure of Link,NES,2007,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,2000,Medium,4.294117647058823,1,1.682688374173693,India
253,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,2000,Medium,1.127777777777778,0,1.680827908520773,India
254,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,0.26516202676136724,1.73,0.14,0.75,0.17,2000,Medium,0.9942528735632185,0,1.677096560907915,India
255,Sonic the Hedgehog,GEN,2007,Platform,Sega,3.03,0.91,0.26,0.13,0.17,2000,Medium,3.293478260869565,0,1.675225652972103,India
256,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,2000,Medium,3.728813559322034,0,1.673351238177753,India
257,FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,2010,Medium,0.3129251700680272,0,1.669591835253847,EU
258,Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,2010,Medium,2.310924369747899,0,1.669591835253847,India
259,Asteroids,2600,1980,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,1980,Medium,14.81481481481481,0,1.669591835253847,India
260,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,2000,Medium,1.9609375,0,1.669591835253847,India
261,Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,0.26516202676136724,1.2,0.03,0.39,4.26,2010,Medium,2.181818181818182,0,1.660131026749618,India
262,Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,2010,Medium,1.883928571428571,1,1.658228076603532,India
263,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,2000,Medium,1.651851851851852,0,1.658228076603532,India
264,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,2010,Medium,0.6945812807881774,0,1.656321498332951,EU
265,Namco Museum,GBA,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,2000,Medium,2.678571428571428,0,1.656321498332951,India
266,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,2000,Medium,146.0,0,1.654411278076831,Other
267,Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,2000,Medium,2.378640776699029,0,1.652497401894547,India
268,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,1990,Medium,0.7456140350877194,0,1.650579855765276,EU
269,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,2010,Medium,1.5859375,1,1.650579855765276,India
270,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,2000,Medium,0.3046875,0,1.650579855765276,EU
271,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,-4.2,2000,Medium,0.380952380952381,0,1.648658625587382,EU
272,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,2010,Medium,0.6250000000000001,0,1.648658625587382,EU
273,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,2000,Medium,0.6956521739130435,0,1.648658625587382,EU
274,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,0.17,2010,Medium,1.52027027027027,0,1.646733697177797,India
275,Street Fighter IV,PS3,2009,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,2000,Medium,1.88785046728972,0,1.646733697177797,India
276,FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,2010,Medium,0.3,0,1.646733697177797,EU
277,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,1980,Medium,7.511111111111111,0,1.642872688520338,India
278,Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,1980,Medium,4.163265306122449,1,1.640936579493471,India
279,Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,1990,Medium,13.53571428571428,0,1.640936579493471,India
280,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,2000,Medium,15.27272727272727,0,1.637053079467074,India
281,Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,2010,Medium,0.748663101604278,0,1.637053079467074,EU
282,Half-Life,PC,1997,Shooter,Vivendi Games,0.26516202676136724,0.0,0.09,0.0,4.12,1990,Medium,403.0,0,1.633154439051416,India
283,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,1990,Medium,2.661290322580645,1,1.633154439051416,JP
284,FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,2000,Medium,0.285140562248996,0,1.631199404215613,EU
285,The Legend of Zelda: Skyward Sword,Wii,2007,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,2000,Medium,1.768595041322314,1,1.62924053973028,India
286,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,1990,Medium,2.73076923076923,0,1.62924053973028,JP
287,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,2000,Medium,1.410596026490066,0,1.62924053973028,India
288,Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,2010,Medium,1.929133858267717,0,1.627277830562431,India
289,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Unknown,2.57,1.52,0.0,0.0,4.09,2000,Medium,1.679738562091503,0,1.627277830562431,India
290,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,2010,Medium,2.476635514018692,0,1.62531126159039,India
291,God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,2000,Medium,46.39999999999999,0,1.623340817603092,India
292,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,2000,Medium,1.821705426356589,0,1.621366483299374,India
293,World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,2000,Medium,0.052863436123348,0,1.621366483299374,EU
294,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,1990,Medium,1.461538461538462,0,1.619388243287268,India
295,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,2000,Medium,1.105263157894737,0,1.619388243287268,India
296,Far Cry 4,PS4,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,2010,Medium,0.5258215962441315,0,1.615419984111648,EU
297,Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,1990,Medium,4.711864406779661,1,1.615419984111648,India
298,Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,2010,Medium,0.7340425531914893,0,1.613429933703638,EU
299,Golf,NES,1984,Fighting,Nintendo,1.22,0.28,2.46,0.04,4.01,1980,Medium,4.206896551724137,1,1.611435915096773,JP
300,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,2000,Medium,1.776859504132232,0,1.611435915096773,India
301,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,2000,Medium,0.5139664804469274,1,1.609437912434101,EU
302,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,2000,Medium,2.966666666666666,0,1.607435909763427,India
303,Namco Museum: 50th Anniversary,PS2,2005,Misc,Unknown,2.08,1.35,0.0,0.54,3.98,2000,Medium,1.529411764705882,0,1.605429891036561,India
304,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,2000,Medium,1.532846715328467,0,1.593308530504217,India
305,Assassin's Creed: Unity,PS4,2007,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92,2000,Medium,0.5989847715736041,0,1.593308530504217,EU
306,Donkey Kong Land,GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,0.17,1990,Medium,2.558441558441559,1,1.591273941806429,India
307,Tony Hawk's Underground,PS2,2003,Fighting,Activision,2.29,1.17,0.01,0.42,3.9,2000,Medium,1.940677966101695,0,1.589235205116581,India
308,Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,2010,Medium,0.7732558139534884,0,1.58719230348678,EU
309,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,2010,Medium,1.34,1,1.58719230348678,JP
310,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,2000,Medium,0.9444444444444444,0,1.585145219865056,EU
311,The Elder Scrolls V: Skyrim,PC,2011,Fighting,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,2010,Medium,0.5476190476190477,0,1.585145219865056,EU
312,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,2000,Medium,0.4769230769230769,0,1.583093937094498,EU
313,Dragon Warrior III,NES,1988,Fighting,Enix Corporation,0.1,0.0,3.77,0.0,3.87,1980,Medium,10.0,0,1.583093937094498,JP
314,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,0.26516202676136724,1.14,0.1,0.51,3.87,2010,Medium,1.843478260869565,0,1.583093937094498,India
315,NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,2010,Medium,3.757575757575757,0,1.578978704949392,India
316,World Soccer Winning Eleven 8 International,PS2,2004,Sports,Unknown,0.26516202676136724,1.89,1.12,0.68,3.85,2000,Medium,0.0842105263157894,0,1.578978704949392,EU
317,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,2000,Medium,0.550632911392405,1,1.57691472072854,EU
318,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,1990,Medium,1.462068965517241,0,1.57691472072854,India
319,The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,1990,Medium,2.278350515463917,1,1.574846467664481,India
320,Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,2000,Medium,4.612244897959183,1,1.574846467664481,India
321,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,2000,Medium,0.5463917525773196,1,1.572773928062509,EU
322,Nintendogs + cats,3DS,2011,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,2010,Medium,1.043478260869565,1,1.57069708411767,India
323,Batman: Arkham Knight,PS4,2007,Action,Unknown,1.49,1.58,0.1,0.61,3.79,2000,Medium,0.9371069182389936,0,1.566530411422824,EU
324,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.14,1.91,0.27,0.46,3.78,2010,Medium,0.59375,0,1.564440546503365,EU
325,LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.03,0.0,0.36,3.78,2000,Medium,2.307692307692307,0,1.564440546503365,India
326,Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,1990,Medium,1.456,0,1.56234630490025,India
327,Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,0.17,2000,Medium,0.9929078014184396,0,1.56234630490025,India
